5	0.004595241137681161
10	0.004466584798611112
15	0.004429726513888889
20	0.004386670347222223
25	0.0043677326944444456
30	0.004360052576388889
35	0.004353189215277779
40	0.0044373575
45	0.004484388020833334
50	0.004267122408333334
55	0.004374893847222222
60	0.005102417909090909
65	0.004868968708333333
70	0.005949721333333334
75	0.005981103351851852
80	0.005989029572916667
85	0.006192636481481482
90	0.006365582907407408
95	0.005940623770833334
100	0.0074949565833333336
105	0.00742029437962963
110	0.006327927656862745
115	0.005982216962962963
120	0.00619660125
125	0.006154165564814815
130	0.007572980916666666
135	0.007717791869047619
140	0.005997576194444445
145	0.006481378178571429
150	0.007524727214285714
155	0.0074180230833333334
160	0.007437105559523809
165	0.007362979809523809
170	0.0074441752857142855
175	0.007412238690476191
180	0.007410214964285714
185	0.007419959523809523
190	0.007399348833333334
195	0.007376444238095237
