5	0.005105038658333334
10	0.005044289428571429
15	0.005037099642857143
20	0.005180263746031747
25	0.005208881016666667
30	0.007673411235294117
35	0.007552139964285714
40	0.007516933309523809
45	0.007422134559523809
50	0.007419576214285714
55	0.007708177857142857
60	0.007977490071428572
65	0.0124223008125
70	0.012449483583333336
75	0.01251992825925926
80	0.012493444166666668
85	0.012522084240740743
90	0.012453444187500001
95	0.012483804791666667
100	0.0124980393125
105	0.009386229257575757
110	0.009423142484848485
115	0.009431497
120	0.009427787984848484
125	0.009439825
130	0.009429891681818183
135	0.009328967848484849
140	0.009544763636363637
145	0.012586183333333334
150	0.012588384833333334
155	0.012776512520833335
160	0.013367575020833335
165	0.01286418375
170	0.013294122375
175	0.013055896604166667
180	0.013221548479166666
185	0.011573583541666667
190	0.009500156242424243
195	0.009686439954545455
