5	0.0033458530329977636
10	0.004819960912028302
15	0.006293366625720165
20	0.0077987932464843755
25	0.009305273314696971
30	0.010809940463333334
35	0.013142967938034189
40	0.014758978656904762
45	0.016316288677343752
50	0.017617371796045198
55	0.01920053111358025
60	0.02064784427166667
65	0.023285038654074077
70	0.024737042003968254
75	0.02622097108666667
80	0.027545641852192985
85	0.02918096181616162
90	0.030730051486274508
95	0.032430477917676774
100	0.034499839915000004
105	0.03642490382068966
110	0.037541449940476194
115	0.039085995030864205
120	0.040829051261333335
125	0.042440171605555556
130	0.044821807398611115
135	0.046636687730434785
140	0.047866417856060606
145	0.04980770448888889
150	0.051239848326984125
155	0.05271726102
160	0.055077397362280706
165	0.05596540718947369
170	0.057739426298148155
175	0.05934282855370371
180	0.060938662065686273
185	0.06274672353333334
190	0.06363399002745099
195	0.06685569770208334
